feature,importance
"defense_personnel_2 CB, 2 DT, 1 FS, 2 MLB, 1 NT, 1 OLB, 2 SS",6.873161068196516e-05
"defense_personnel_3 CB, 1 DE, 1 FS, 1 ILB, 1 NT, 3 OLB, 1 SS",6.868550525966702e-05
"defense_personnel_2 CB, 2 DT, 2 FS, 1 ILB, 1 NT, 2 OLB, 1 SS",6.84547209402351e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 2 FS, 1 ILB, 1 SS",6.805818436369264e-05
"defense_personnel_3 CB, 3 DE, 2 FS, 2 ILB, 1 OLB",6.73888191802099e-05
"defense_personnel_4 CB, 2 DE, 1 FS, 1 ILB, 1 NT, 2 OLB",6.715681915674206e-05
"defense_personnel_4 CB, 1 DE, 2 DT, 1 FS, 1 ILB, 2 OLB",6.706269243630746e-05
"defense_personnel_3 CB, 1 DE, 1 FS, 2 ILB, 1 NT, 3 OLB",6.624915337092342e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 1 FS, 2 ILB, 1 OLB, 2 SS",6.576267717353139e-05
"defense_personnel_4 DL, 6 LB, 1 DB",6.553444005663196e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 1 FS, 2 ILB, 2 SS",6.473248691647536e-05
"offense_personnel_3 G, 1 QB, 2 T, 1 TE, 4 WR",6.402165791620844e-05
"defense_personnel_2 CB, 1 DE, 1 DT, 2 FS, 2 ILB, 2 OLB, 1 SS",6.326686510554948e-05
"offense_personnel_1 C, 2 G, 1 QB, 1 RB, 3 T, 2 TE, 1 WR",6.304058534794368e-05
"defense_personnel_3 CB, 4 DE, 1 DT, 1 FS, 1 OLB, 1 SS",6.292100728158322e-05
"defense_personnel_2 CB, 3 DE, 3 DT, 1 FS, 1 OLB, 1 SS",6.284050845461222e-05
"offense_personnel_1 C, 1 G, 1 QB, 1 RB, 3 T, 3 TE, 1 WR",6.218512158523022e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 2 FS, 1 MLB, 1 OLB, 1 SS",6.130543056558865e-05
"defense_personnel_2 CB, 1 DE, 1 DT, 2 FS, 2 ILB, 1 NT, 2 OLB",6.079097265429524e-05
"defense_personnel_2 CB, 1 DE, 1 DT, 1 FS, 3 MLB, 1 NT, 1 OLB, 1 SS",6.055080680916675e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 1 FS, 1 MLB, 2 OLB, 1 SS",5.975060288588061e-05
"defense_personnel_2 CB, 3 DT, 2 ILB, 2 OLB, 2 SS",5.963745620972562e-05
"offense_personnel_1 C, 1 FB, 2 G, 1 QB, 1 RB, 2 T, 3 WR",5.933353241080352e-05
"defense_personnel_2 CB, 2 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",5.931563338088981e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 2 ILB, 1 OLB, 2 SS",5.9247926054968125e-05
"defense_personnel_1 CB, 2 DE, 1 DT, 2 FS, 2 ILB, 2 OLB, 1 SS",5.912260887129976e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 FS, 1 MLB, 1 NT, 1 OLB, 1 SS",5.889394164870989e-05
"defense_personnel_3 CB, 1 DE, 1 DT, 3 FS, 1 ILB, 2 OLB",5.858021052372473e-05
"offense_personnel_1 RB, 2 TE, 3 WR",5.8332184301481516e-05
"defense_personnel_1 CB, 1 DE, 2 DT, 1 FS, 1 ILB, 1 NT, 2 OLB, 2 SS",5.785884238006607e-05
"defense_personnel_2 CB, 1 DE, 1 DT, 1 FS, 2 MLB, 1 NT, 1 OLB, 2 SS",5.7190507000199764e-05
"defense_personnel_2 CB, 2 DT, 2 FS, 1 NT, 2 OLB, 2 SS",5.717963411881563e-05
"defense_personnel_2 CB, 1 DE, 1 FS, 2 ILB, 2 NT, 2 OLB, 1 SS",5.664034089417176e-05
"defense_personnel_3 CB, 3 DE, 1 FS, 2 ILB, 1 NT, 1 SS",5.660515842540537e-05
"defense_personnel_2 CB, 2 DT, 1 FS, 2 MLB, 1 NT, 2 OLB, 1 SS",5.655058052401072e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 2 FS, 3 ILB, 1 OLB",5.603681762429689e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 2 FS, 1 ILB, 2 OLB, 1 SS",5.552584749417181e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 3 FS, 1 ILB",5.510730621898698e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 2 FS, 2 ILB, 1 OLB",5.4822540912687164e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 1 ILB, 2 OLB, 1 SS",5.471927623432248e-05
"defense_personnel_2 CB, 2 DE, 3 DT, 2 FS, 1 MLB, 1 SS",5.464572401450135e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 2 OLB, 2 SS",5.442490628954478e-05
"defense_personnel_2 CB, 1 DT, 2 FS, 2 ILB, 3 OLB, 1 SS",5.436540415698862e-05
"defense_personnel_2 CB, 3 DT, 1 FS, 2 ILB, 2 OLB, 1 SS",5.332689249819116e-05
"offense_personnel_1 C, 1 FB, 3 G, 1 QB, 1 RB, 1 T, 2 TE, 1 WR",5.233224769483198e-05
"defense_personnel_2 CB, 1 DE, 1 DT, 1 FS, 3 ILB, 1 NT, 1 OLB, 1 SS",5.2091504685339045e-05
"defense_personnel_3 CB, 3 DE, 1 FS, 1 ILB, 2 OLB, 1 SS",5.111819049796619e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 1 FS, 2 OLB, 2 SS",5.1103993719967304e-05
"defense_personnel_1 DE, 2 DT, 2 FS, 3 ILB, 1 NT, 1 OLB, 1 SS",5.1073581801623185e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 1 FS, 1 ILB, 2 OLB, 1 SS",5.050030942270374e-05
"offense_personnel_4 G, 1 QB, 1 RB, 1 T, 1 TE, 3 WR",5.022877451755337e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 2 FS, 1 ILB, 2 OLB",5.018101382968614e-05
"defense_personnel_5 DL, 4 LB, 2 DB",4.9547581013985294e-05
"defense_personnel_2 CB, 1 DE, 2 FS, 2 ILB, 3 OLB, 1 SS",4.9083657912230586e-05
"defense_personnel_2 CB, 1 DE, 2 FS, 2 ILB, 2 NT, 2 OLB",4.8640080901830125e-05
"offense_personnel_1 C, 1 G, 2 QB, 1 RB, 3 T, 1 TE, 2 WR",4.845873856051947e-05
"offense_personnel_1 RB, 1 TE, 2 WR,1 LB",4.84263798528538e-05
"defense_personnel_3 CB, 1 DT, 2 ILB, 3 OLB, 2 SS",4.785455948168731e-05
"defense_personnel_2 CB, 2 DE, 1 FS, 3 ILB, 2 NT, 1 OLB",4.7338222449623805e-05
"defense_personnel_2 CB, 2 DT, 2 ILB, 1 NT, 2 OLB, 2 SS",4.719794031738599e-05
"defense_personnel_3 CB, 1 DT, 1 FS, 2 MLB, 1 NT, 1 OLB, 2 SS",4.7190279102561064e-05
"defense_personnel_1 CB, 2 DT, 3 FS, 2 ILB, 2 OLB, 1 SS",4.713543653669027e-05
"defense_personnel_2 CB, 2 DE, 2 FS, 2 ILB, 2 NT, 1 OLB",4.6366185362736366e-05
"defense_personnel_3 DE, 3 DT, 4 ILB, 1 SS",4.620170496673549e-05
"defense_personnel_4 CB, 1 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 1 OLB",4.565606536831333e-05
"offense_personnel_1 FB, 2 G, 1 QB, 1 RB, 3 T, 1 TE, 2 WR",4.5404490441842744e-05
"defense_personnel_4 CB, 2 DE, 1 DT, 1 FS, 1 ILB, 1 OLB, 1 SS",4.5162719327428825e-05
"defense_personnel_1 DE, 2 DT, 2 FS, 2 ILB, 1 NT, 2 OLB, 1 SS",4.4963155228010604e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 2 ILB, 1 NT, 2 SS",4.4731402160410885e-05
"defense_personnel_2 CB, 2 DE, 3 DT, 1 FS, 2 ILB, 1 SS",4.412685346248575e-05
"defense_personnel_3 CB, 3 DE, 1 DT, 1 MLB, 1 OLB, 2 SS",4.4009748175088735e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 FS, 2 MLB, 1 OLB, 1 SS",4.3725811646474516e-05
"offense_personnel_2 C, 1 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",4.354093939020628e-05
"defense_personnel_2 CB, 2 DT, 1 FS, 2 ILB, 2 OLB, 2 SS",4.3534085108363526e-05
"defense_personnel_3 CB, 2 DE, 2 FS, 3 ILB, 1 NT",4.333832448884388e-05
"offense_personnel_1 C, 1 QB, 1 RB, 4 T, 1 TE, 3 WR",4.327595429087501e-05
"defense_personnel_4 CB, 1 DE, 2 FS, 2 ILB, 2 OLB",4.3231976437719044e-05
"defense_personnel_3 CB, 1 FS, 2 MLB, 2 NT, 2 OLB, 1 SS",4.279389526345153e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 1 MLB, 2 OLB, 3 SS",4.1741899096023475e-05
"defense_personnel_3 CB, 1 DE, 1 FS, 2 ILB, 2 NT, 1 OLB, 1 SS",4.1070522038452774e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 1 FS, 3 OLB, 2 SS",4.097070972524407e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 2 FS, 1 OLB, 1 SS",4.069879025588389e-05
"defense_personnel_1 CB, 1 DE, 2 FS, 2 ILB, 1 NT, 2 OLB, 2 SS",4.023429531059906e-05
"offense_personnel_2 C, 1 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",4.0174011404800503e-05
"defense_personnel_2 CB, 3 DE, 1 FS, 1 ILB, 1 NT, 2 OLB, 1 SS",3.9294201880980114e-05
"offense_personnel_1 C, 1 FB, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 1 WR",3.913138948018023e-05
"defense_personnel_3 CB, 1 DE, 1 FS, 2 MLB, 1 NT, 1 OLB, 2 SS",3.9005895250899736e-05
"defense_personnel_2 CB, 1 DT, 1 FS, 2 ILB, 3 OLB, 2 SS",3.860194322642033e-05
"defense_personnel_2 CB, 2 DE, 1 FS, 2 ILB, 1 NT, 1 OLB, 2 SS",3.7821961156519286e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 2 FS, 2 ILB, 2 OLB",3.7655639562566574e-05
"defense_personnel_2 DL, 6 LB, 3 DB",3.7635495247415344e-05
"defense_personnel_4 CB, 2 DE, 2 DT, 1 MLB, 2 SS",3.75937319916867e-05
"offense_personnel_1 C, 1 G, 1 QB, 1 RB, 3 T, 4 WR",3.7241119338651975e-05
"defense_personnel_2 CB, 3 DE, 1 FS, 2 ILB, 2 OLB, 1 SS",3.7037487524951044e-05
"offense_personnel_1 C, 1 QB, 1 RB, 4 T, 3 TE, 1 WR",3.669599722009967e-05
"defense_personnel_1 CB, 1 DE, 2 DT, 1 FS, 2 ILB, 1 NT, 2 OLB, 1 SS",3.668097772765806e-05
"offense_personnel_3 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",3.6380469901191404e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 1 ILB, 1 MLB, 2 OLB, 1 SS",3.6299216418501724e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 2 MLB, 1 OLB, 1 SS",3.6008235047468615e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 2 FS, 1 ILB, 2 OLB",3.571693308109028e-05
"offense_personnel_1 G, 1 QB, 1 RB, 4 T, 1 TE, 3 WR",3.5650763367303335e-05
"defense_personnel_2 CB, 2 DE, 1 DT, 1 FS, 1 ILB, 1 NT, 2 OLB, 1 SS",3.5432645495738236e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 MLB, 2 OLB, 2 SS",3.5432453012699045e-05
"offense_personnel_2 QB, 1 RB, 2 TE, 1 WR",3.53949021895962e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 2 OLB, 2 SS",3.5391496508492876e-05
"offense_personnel_1 C, 1 G, 1 QB, 3 T, 2 TE, 3 WR",3.523902073987747e-05
"offense_personnel_0 RB, 3 TE, 2 WR",3.5180796199267777e-05
"offense_personnel_1 C, 1 FB, 2 G, 1 QB, 1 RB, 2 T, 3 TE",3.5051091783283434e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 3 OLB, 2 SS",3.4981592909171524e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 1 FS, 2 MLB, 1 OLB, 1 SS",3.479658860857568e-05
"offense_personnel_1 C, 1 FB, 3 G, 1 QB, 1 RB, 2 T, 1 TE, 1 WR",3.476623767861099e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 FS, 3 ILB, 1 NT",3.4580359867730305e-05
"defense_personnel_3 CB, 3 DE, 3 FS, 1 ILB, 1 OLB",3.42620535998362e-05
"defense_personnel_2 CB, 2 DE, 1 DT, 1 FS, 1 ILB, 2 NT, 1 OLB, 1 SS",3.3587915032408556e-05
"defense_personnel_3 CB, 2 DE, 3 DT, 1 ILB, 2 SS",3.333813158792744e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 2 FS, 1 ILB, 2 OLB",3.332008236894846e-05
"defense_personnel_3 CB, 3 DE, 2 FS, 1 ILB, 1 OLB, 1 SS",3.324379793236884e-05
"defense_personnel_2 CB, 1 DT, 1 FS, 1 ILB, 1 NT, 3 OLB, 2 SS",3.309400964188223e-05
"defense_personnel_2 CB, 2 DE, 1 DT, 2 ILB, 1 OLB, 3 SS",3.2907102998878844e-05
"defense_personnel_4 CB, 2 DT, 2 ILB, 2 OLB, 1 SS",3.273059895589891e-05
"offense_personnel_1 C, 1 G, 1 QB, 2 RB, 3 T, 3 TE",3.27257250205073e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 1 MLB, 1 OLB, 2 SS",3.2679368203946726e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 1 ILB, 1 OLB, 2 SS",3.265591065130914e-05
"offense_personnel_1 C, 1 G, 1 QB, 2 RB, 3 T, 1 TE, 2 WR",3.251702510799908e-05
"defense_personnel_2 CB, 3 DE, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",3.224567203007512e-05
"defense_personnel_2 CB, 2 DE, 1 DT, 2 FS, 2 ILB, 1 OLB, 1 SS",3.2161045066260056e-05
"defense_personnel_3 CB, 3 DE, 1 DT, 2 OLB, 2 SS",3.2044609387557316e-05
"offense_personnel_1 C, 3 G, 1 QB, 2 RB, 1 T, 1 TE, 2 WR",3.111076039327942e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 1 FS, 3 OLB, 1 SS",3.081725635903435e-05
"defense_personnel_3 CB, 1 DE, 1 DT, 2 FS, 2 ILB, 2 OLB",3.053675495634408e-05
"defense_personnel_2 CB, 3 DT, 1 FS, 1 ILB, 2 OLB, 2 SS",3.05074750207021e-05
"defense_personnel_4 CB, 3 DE, 1 DT, 1 FS, 1 OLB, 1 SS",3.0286302439362577e-05
"defense_personnel_4 CB, 1 DE, 1 FS, 2 ILB, 2 OLB, 1 SS",3.0206215802558507e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 2 ILB, 1 OLB, 2 SS",3.0051038539493293e-05
"defense_personnel_3 CB, 1 DE, 1 FS, 2 MLB, 2 NT, 1 OLB, 1 SS",2.966448603658293e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 FS, 2 MLB, 1 NT, 1 SS",2.928936281557322e-05
"defense_personnel_3 CB, 3 DE, 2 ILB, 1 OLB, 2 SS",2.9269197310415592e-05
"defense_personnel_2 CB, 1 DE, 1 DT, 1 FS, 3 ILB, 2 OLB, 1 SS",2.908095592066695e-05
"defense_personnel_2 CB, 2 DE, 1 DT, 1 FS, 3 ILB, 1 OLB, 1 SS",2.9060307367003963e-05
"defense_personnel_4 CB, 4 DE, 1 FS, 1 OLB, 1 SS",2.8814361968574525e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 2 ILB, 1 NT, 2 SS",2.8781970045722548e-05
"offense_personnel_2 C, 2 G, 1 QB, 1 RB, 1 T, 2 TE, 2 WR",2.8411557962844872e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 FS, 1 MLB, 2 OLB, 1 SS",2.8064300692059574e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 1 MLB, 1 OLB, 2 SS",2.796380113240092e-05
"defense_personnel_4 DL, 0 LB, 7 DB",2.781957726470102e-05
"defense_personnel_2 CB, 2 DE, 3 DT, 1 FS, 2 OLB, 1 SS",2.731788292057019e-05
"defense_personnel_3 CB, 1 DT, 2 FS, 2 ILB, 2 OLB, 1 SS",2.6796050982332084e-05
"defense_personnel_4 CB, 2 DE, 2 FS, 1 ILB, 2 OLB",2.675286120887058e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 2 MLB, 1 OLB, 1 SS",2.665798877550487e-05
"defense_personnel_2 CB, 2 DE, 3 DT, 1 FS, 2 MLB, 1 SS",2.6619863383274722e-05
"defense_personnel_3 CB, 1 DT, 2 ILB, 1 NT, 2 OLB, 2 SS",2.6487734750629742e-05
"defense_personnel_3 CB, 2 DT, 2 FS, 1 MLB, 3 OLB",2.619365350755008e-05
"offense_personnel_1 C, 3 G, 1 QB, 1 RB, 1 T, 3 TE, 1 WR",2.6134757041873624e-05
"defense_personnel_2 CB, 3 DE, 2 DT, 1 FS, 1 ILB, 1 OLB, 1 SS",2.5760289924605154e-05
"offense_personnel_1 C, 1 FB, 1 G, 1 QB, 3 T, 1 TE, 3 WR",2.538573818919255e-05
"defense_personnel_4 CB, 2 DE, 1 DT, 1 FS, 2 ILB, 1 OLB",2.531696019892253e-05
"offense_personnel_1 C, 2 G, 1 QB, 2 RB, 2 T, 3 TE",2.526365263030836e-05
"offense_personnel_2 QB, 6 OL, 1 RB, 1 TE, 1 WR",2.4874410325364262e-05
"offense_personnel_1 G, 1 QB, 1 RB, 5 T, 2 TE, 1 WR",2.4803141867171574e-05
"defense_personnel_3 CB, 1 DE, 3 DT, 1 FS, 2 MLB, 1 SS",2.4531842651936668e-05
"defense_personnel_3 CB, 1 DE, 1 FS, 3 ILB, 2 NT, 1 OLB",2.442692656188948e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 2 ILB, 2 OLB",2.4393238707138642e-05
"defense_personnel_3 CB, 2 DE, 3 DT, 2 FS, 1 ILB",2.4371267336578853e-05
"offense_personnel_1 C, 1 FB, 3 G, 1 QB, 1 RB, 1 T, 3 WR",2.42787597521015e-05
"defense_personnel_4 CB, 2 DE, 2 DT, 1 FS, 1 MLB, 1 SS",2.4226304197360418e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 2 FS, 1 MLB, 1 OLB, 1 SS",2.343460393912566e-05
"defense_personnel_3 CB, 2 DE, 1 FS, 3 ILB, 1 OLB, 1 SS",2.326278304672443e-05
"offense_personnel_2 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 1 WR",2.3216092452364628e-05
"defense_personnel_3 CB, 1 DE, 3 DT, 1 FS, 2 ILB, 1 OLB",2.3167802030354226e-05
"defense_personnel_2 CB, 1 DT, 2 FS, 2 ILB, 2 OLB, 2 SS",2.297960091751907e-05
"defense_personnel_3 CB, 2 DT, 1 ILB, 1 NT, 2 OLB, 2 SS",2.2931133908281844e-05
"defense_personnel_3 CB, 1 DT, 1 FS, 2 MLB, 1 NT, 2 OLB, 1 SS",2.2669826421789552e-05
"offense_personnel_1 C, 1 G, 1 QB, 2 RB, 3 T, 2 TE, 1 WR",2.2632975624210698e-05
"offense_personnel_7 OL, 1 RB, 0 TE, 2 WR",2.251235382922925e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 1 MLB, 2 OLB, 1 SS",2.1996726500542275e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 2 FS, 1 ILB, 2 OLB",2.1630337767516818e-05
"offense_personnel_7 OL, 1 RB, 2 TE, 0 WR",2.162506801253769e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 1 FS, 1 MLB, 2 OLB, 2 SS",2.1561648212497756e-05
"defense_personnel_1 CB, 2 DE, 2 FS, 2 ILB, 1 NT, 2 OLB, 1 SS",2.1531608212916196e-05
"defense_personnel_4 CB, 2 DE, 1 DT, 2 FS, 1 MLB, 1 OLB",2.14805965997702e-05
"defense_personnel_3 CB, 3 DE, 1 DT, 2 FS, 1 MLB, 1 SS",2.139312968621179e-05
"defense_personnel_2 CB, 2 DE, 1 FS, 2 ILB, 2 NT, 1 OLB, 1 SS",2.1280873424923237e-05
"defense_personnel_4 CB, 2 DE, 1 DT, 1 FS, 1 ILB, 1 NT, 1 SS",2.1202900616057928e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 1 ILB, 1 OLB, 2 SS",2.105193565403789e-05
"defense_personnel_1 CB, 2 DE, 1 DT, 1 FS, 2 ILB, 2 OLB, 2 SS",2.08713416407187e-05
"offense_personnel_2 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE",2.0824292902356065e-05
"defense_personnel_4 CB, 1 DE, 2 DT, 1 FS, 2 OLB, 1 SS",2.081798138542273e-05
"defense_personnel_3 CB, 3 DE, 1 DT, 1 FS, 1 MLB, 2 SS",2.0293396832475257e-05
"offense_personnel_2 G, 1 QB, 1 RB, 3 T, 3 TE, 1 WR",2.0122985623272785e-05
"defense_personnel_3 CB, 3 DE, 2 FS, 1 ILB, 1 NT, 1 OLB",2.009603673178451e-05
"defense_personnel_4 CB, 1 DE, 1 DT, 1 FS, 1 ILB, 1 NT, 1 OLB, 1 SS",2.0088950817954022e-05
"defense_personnel_3 CB, 1 DE, 1 DT, 2 FS, 1 ILB, 1 NT, 2 OLB",2.0056980856070213e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 1 FS, 3 OLB, 1 SS",1.9930041015126012e-05
"defense_personnel_4 CB, 3 DE, 1 DT, 1 OLB, 2 SS",1.9890897620392756e-05
"defense_personnel_4 CB, 1 DE, 1 DT, 1 FS, 3 ILB, 1 OLB",1.986655074338751e-05
"defense_personnel_2 CB, 3 DE, 1 DT, 2 ILB, 1 OLB, 2 SS",1.984349104506694e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 1 MLB, 1 OLB, 3 SS",1.972041522730783e-05
"defense_personnel_2 CB, 4 DE, 2 FS, 1 ILB, 1 OLB, 1 SS",1.959395646575375e-05
"defense_personnel_3 CB, 1 DE, 1 DT, 2 FS, 1 ILB, 1 NT, 1 OLB, 1 SS",1.9458454015886304e-05
"defense_personnel_3 CB, 1 DE, 2 FS, 2 ILB, 2 OLB, 1 SS",1.9329536674964354e-05
"defense_personnel_3 CB, 1 DE, 2 DT, 2 MLB, 1 OLB, 2 SS",1.9195968896089294e-05
"offense_personnel_1 C, 3 G, 1 QB, 1 RB, 2 T, 3 TE",1.8849354404199718e-05
"offense_personnel_1 FB, 2 G, 1 QB, 1 RB, 3 T, 3 WR",1.8829348884525425e-05
"offense_personnel_2 C, 1 FB, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 1 WR",1.8824349265742394e-05
"offense_personnel_1 G, 1 QB, 1 RB, 4 T, 2 TE, 2 WR",1.8769759479701452e-05
"defense_personnel_1 CB, 2 DE, 4 DT, 1 FS, 2 OLB, 1 SS",1.866422942360279e-05
"defense_personnel_3 CB, 3 DE, 1 DT, 2 FS, 2 ILB",1.8600185647747166e-05
"defense_personnel_2 CB, 3 DE, 1 DT, 1 FS, 2 MLB, 1 OLB, 1 SS",1.8556745835329938e-05
"defense_personnel_3 CB, 3 DT, 2 ILB, 2 OLB, 1 SS",1.8533556169068377e-05
"defense_personnel_3 CB, 2 DT, 2 FS, 1 NT, 2 OLB, 1 SS",1.8514541401544455e-05
"defense_personnel_3 CB, 1 DE, 1 ILB, 2 NT, 2 OLB, 2 SS",1.8350287792235463e-05
"defense_personnel_3 CB, 2 DE, 2 DT, 1 FS, 2 ILB, 1 OLB",1.8227622756612158e-05
"defense_personnel_2 DE, 2 DT, 1 FS, 3 ILB, 2 OLB, 1 SS",1.8101160542842517e-05
"defense_personnel_3 CB, 1 DE, 2 FS, 4 ILB, 1 NT",1.8006409160819517e-05
"defense_personnel_2 CB, 1 DE, 3 DT, 1 FS, 2 ILB, 1 OLB, 1 SS",1.7908090590948668e-05
"defense_personnel_2 CB, 2 DT, 1 FS, 3 ILB, 1 NT, 1 OLB, 1 SS",1.780886816774072e-05
"defense_personnel_2 CB, 3 DT, 2 FS, 1 ILB, 1 NT, 2 OLB",1.766041394273242e-05
"defense_personnel_2 CB, 1 DT, 2 FS, 1 ILB, 3 OLB, 2 SS",1.7555323013216425e-05
"defense_personnel_2 CB, 1 DE, 2 FS, 1 ILB, 2 NT, 2 OLB, 1 SS",1.7193144035702473e-05
"defense_personnel_2 CB, 3 DE, 2 DT, 2 FS, 1 ILB, 1 SS",1.7072150771033643e-05
"defense_personnel_3 CB, 1 DE, 1 DT, 1 FS, 1 ILB, 2 NT, 1 OLB, 1 SS",1.695100546287294e-05
"defense_personnel_3 CB, 2 DT, 1 FS, 1 ILB, 3 OLB, 1 SS",1.691672621492854e-05
"defense_personnel_2 CB, 2 DT, 1 FS, 1 ILB, 1 NT, 2 OLB, 2 SS",1.6872708303420128e-05
"defense_personnel_3 CB, 1 DT, 2 FS, 1 NT, 3 OLB, 1 SS",1.6802830218220878e-05
"defense_personnel_4 CB, 2 DT, 1 FS, 3 OLB, 1 SS",1.6642827724039182e-05
"defense_personnel_2 CB, 3 DT, 2 FS, 1 MLB, 3 OLB",1.6636045845224326e-05
"defense_personnel_1 CB, 1 DE, 2 DT, 1 FS, 2 ILB, 2 OLB, 2 SS",1.660806942096865e-05
"defense_personnel_3 CB, 2 DE, 1 DT, 1 ILB, 1 NT, 1 OLB, 2 SS",1.6592247284118468e-05
"defense_personnel_2 CB, 1 DE, 2 FS, 1 ILB, 1 NT, 2 OLB, 2 SS",1.6357784897111186e-05
"offense_personnel_1 G, 1 QB, 1 RB, 5 T, 1 TE, 2 WR",1.6253635816564524e-05
"defense_personnel_3 CB, 3 DT, 1 ILB, 2 OLB, 2 SS",1.595462984701157e-05
"defense_personnel_1 CB, 2 DE, 4 DT, 1 FS, 1 ILB, 1 OLB, 1 SS",1.5874280139263397e-05
"offense_personnel_2 QB, 1 RB, 0 TE, 3 WR",1.5834581266768816e-05
"offense_personnel_7 OL, 1 RB, 3 TE, 0 WR",1.5805452028373993e-05
"defense_personnel_3 CB, 3 DE, 2 FS, 1 MLB, 1 OLB, 1 SS",1.5783123944637805e-05
"defense_personnel_2 CB, 3 DE, 1 DT, 1 FS, 2 ILB, 2 SS",1.572779184918547e-05
"defense_personnel_2 CB, 2 DE, 2 FS, 2 ILB, 2 OLB, 1 SS",1.570411040852859e-05
"defense_personnel_2 CB, 1 DE, 2 DT, 1 FS, 1 ILB, 3 OLB, 1 SS",1.5473000286845667e-05
"defense_personnel_3 CB, 3 DE, 1 FS, 1 ILB, 1 NT, 1 OLB, 1 SS",1.542355998393881e-05
"defense_personnel_3 CB, 3 DE, 3 FS, 1 OLB, 1 SS",1.5130632315651449e-05
"defense_personnel_4 CB, 3 DE, 1 FS, 1 ILB, 1 OLB, 1 SS",1.5096931900617553e-05
"defense_personnel_1 CB, 1 DE, 1 DT, 3 FS, 2 ILB, 2 OLB, 1 SS",1.4790347903382212e-05
"defense_personnel_0 DL, 3 LB, 7 DB, 1 WR",1.447676397151286e-05
"offense_personnel_6 OL, 1 RB, 2 TE, 0 WR,1 DL",1.4401285950141298e-05
"defense_personnel_2 CB, 2 DE, 2 DT, 3 FS, 1 ILB, 1 OLB",1.4297801628199334e-05
"defense_personnel_2 CB, 2 DT, 2 FS, 1 ILB, 3 OLB, 1 SS",1.429162524731333e-05
"defense_personnel_2 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 2 OLB, 2 SS",1.4017689931478769e-05
